UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
169992,11,R,461,R,159,R,58,R,244
170000,1,R,1358,R,806,R,121,R,431
170000,2,R,1239,R,687,R,121,R,431
170000,3,R,955,R,687,R,99,R,169
170000,11,R,284,R,0,R,22,R,262
170000,12,R,119,R,119,R,0,R,0
170037,1,R,2155,R,635,R,805,R,715
170037,2,R,1750,R,387,R,675,R,688
170037,3,R,1572,R,326,R,672,R,574
170037,11,R,178,R,61,R,3,R,114
170037,12,R,405,R,248,R,130,R,27
170055,1,R,17744,R,5121,R,7816,R,4807
170055,2,R,17744,R,5121,R,7816,R,4807
170055,3,R,13759,R,3156,R,6998,R,3605
170055,11,R,3985,R,1965,R,818,R,1202
170082,1,R,25119,R,1593,R,15337,R,8189
170082,2,R,21083,R,953,R,13438,R,6692
170082,3,R,20682,R,904,R,13423,R,6355
170082,11,R,401,R,49,R,15,R,337
170082,12,R,4036,R,640,R,1899,R,1497
170091,1,R,196,R,36,R,48,R,112
170091,2,R,196,R,36,R,48,R,112
170091,3,R,164,R,36,R,48,R,80
170091,11,R,32,R,0,Z,0,R,32
170240,1,R,15749,R,5237,R,7001,R,3511
170240,2,R,15749,R,5237,R,7001,R,3511
170240,3,R,12216,R,3163,R,6159,R,2894
170240,11,R,3533,R,2074,R,842,R,617
170286,1,R,1896,R,117,R,0,R,1779
170286,2,R,1749,R,117,Z,0,R,1632
170286,3,R,1595,Z,0,Z,0,R,1595
170286,11,R,154,R,117,Z,0,R,37
170286,12,R,147,A,,A,,R,147
170301,1,R,3404,R,3,R,453,R,2948
170301,2,R,3404,R,3,R,453,R,2948
170301,3,R,3282,R,3,R,359,R,2920
170301,11,R,122,R,0,R,94,R,28
170444,1,R,6263,R,3872,R,1706,R,685
170444,2,R,6263,R,3872,R,1706,R,685
170444,3,R,4134,R,2319,R,1367,R,448
170444,11,R,2129,R,1553,R,339,R,237
170532,1,R,1384,A,,A,,R,1384
170532,2,R,1384,A,,A,,R,1384
170532,3,R,1362,A,,A,,R,1362
170532,11,R,22,A,,A,,R,22
170541,1,R,9135,R,2727,R,3607,R,2801
170541,2,R,9135,R,2727,R,3607,R,2801
170541,3,R,6624,R,1642,R,3025,R,1957
170541,11,R,2511,R,1085,R,582,R,844
170550,1,R,6192,R,1550,R,2440,R,2202
170550,2,R,6192,R,1550,R,2440,R,2202
170550,3,R,4306,R,1016,R,1940,R,1350
170550,11,R,1886,R,534,R,500,R,852
170587,1,R,2132,R,92,R,1124,R,916
170587,2,R,2132,R,92,R,1124,R,916
170587,3,R,1283,R,91,R,827,R,365
170587,11,R,849,R,1,R,297,R,551
170611,1,R,172,A,,A,,R,172
170611,2,R,172,A,,A,,R,172
170611,3,R,172,A,,A,,R,172
170620,1,R,3905,R,917,R,2282,R,706
170620,2,R,3905,R,917,R,2282,R,706
170620,3,R,2306,R,616,R,1654,R,36
170620,11,R,1599,R,301,R,628,R,670
170639,1,R,1808,R,216,R,864,R,728
170639,2,R,1808,R,216,R,864,R,728
170639,3,R,1472,R,46,R,807,R,619
170639,11,R,336,R,170,R,57,R,109
170657,1,R,13045,R,5168,R,4574,R,3303
170657,2,R,13045,R,5168,R,4574,R,3303
170657,3,R,10542,R,3545,R,4246,R,2751
170657,11,R,2503,R,1623,R,328,R,552
170675,1,R,3878,R,354,R,992,R,2532
170675,2,R,2719,R,32,R,678,R,2009
170675,3,R,1753,R,15,R,650,R,1088
170675,11,R,966,R,17,R,28,R,921
170675,12,R,1159,R,322,R,314,R,523
170736,1,R,53,A,,A,,R,53
170736,2,R,53,A,,A,,R,53
170736,3,R,53,A,,A,,R,53
170790,1,R,22963,R,8574,R,8672,R,5717
170790,2,R,22963,R,8574,R,8672,R,5717
170790,3,R,18713,R,6059,R,7762,R,4892
170790,11,R,4250,R,2515,R,910,R,825
170806,1,R,2333,R,450,R,1500,R,383
170806,2,R,1923,R,354,R,1345,R,224
170806,3,R,1773,R,308,R,1339,R,126
170806,11,R,150,R,46,R,6,R,98
170806,12,R,410,R,96,R,155,R,159
170967,1,R,1295,R,298,R,764,R,233
170967,2,R,1264,R,275,R,758,R,231
170967,3,R,949,R,275,R,589,R,85
170967,11,R,315,R,0,R,169,R,146
170967,12,R,31,R,23,R,6,R,2
170976,1,R,54262,R,1649,R,11564,R,41049
170976,2,R,34962,R,108,R,8266,R,26588
170976,3,R,34503,R,101,R,8242,R,26160
170976,11,R,459,R,7,R,24,R,428
170976,12,R,19300,R,1541,R,3298,R,14461
171012,1,R,179,A,,A,,R,179
171012,2,R,179,A,,A,,R,179
171012,3,R,179,A,,A,,R,179
171100,1,R,55377,R,4265,R,36587,R,14525
171100,2,R,42929,R,1530,R,33458,R,7941
171100,3,R,42407,R,1382,R,33401,R,7624
171100,11,R,522,R,148,R,57,R,317
171100,12,R,12448,R,2735,R,3129,R,6584
171128,1,R,7848,R,403,R,611,R,6834
171128,2,R,6197,R,14,R,500,R,5683
171128,3,R,5997,R,10,R,499,R,5488
171128,11,R,200,R,4,R,1,R,195
171128,12,R,1651,R,389,R,111,R,1151
171137,1,R,9221,R,1539,R,6164,R,1518
171137,2,R,6812,R,466,R,5077,R,1269
171137,3,R,6456,R,332,R,5026,R,1098
171137,11,R,356,R,134,R,51,R,171
171137,12,R,2409,R,1073,R,1087,R,249
171146,1,R,7507,R,2108,R,4184,R,1215
171146,2,R,5859,R,1678,R,3385,R,796
171146,3,R,5135,R,1577,R,3230,R,328
171146,11,R,724,R,101,R,155,R,468
171146,12,R,1648,R,430,R,799,R,419
171155,1,R,4473,R,1814,R,1178,R,1481
171155,2,R,4473,R,1814,R,1178,R,1481
171155,3,R,2534,R,922,R,970,R,642
171155,11,R,1939,R,892,R,208,R,839
171225,1,R,3223,R,1066,R,1259,R,898
171225,2,R,3223,R,1066,R,1259,R,898
171225,3,R,2214,R,705,R,965,R,544
171225,11,R,1009,R,361,R,294,R,354
171234,1,R,2056,R,524,R,844,R,688
171234,2,R,2056,R,524,R,844,R,688
171234,3,R,1353,R,268,R,682,R,403
171234,11,R,703,R,256,R,162,R,285
171304,1,R,5376,R,1437,R,2085,R,1854
171304,2,R,5376,R,1437,R,2085,R,1854
171304,3,R,3629,R,901,R,1768,R,960
171304,11,R,1747,R,536,R,317,R,894
171395,1,R,2147,R,385,R,740,R,1022
171395,2,R,2147,R,385,R,740,R,1022
171395,3,R,1087,R,186,R,491,R,410
171395,11,R,1060,R,199,R,249,R,612
171456,1,R,8049,R,1196,R,3043,R,3810
171456,2,R,7251,R,712,R,2901,R,3638
171456,3,R,6972,R,662,R,2863,R,3447
171456,11,R,279,R,50,R,38,R,191
171456,12,R,798,R,484,R,142,R,172
171483,1,R,3722,R,895,R,1715,R,1112
171483,2,R,3722,R,895,R,1715,R,1112
171483,3,R,3073,R,548,R,1598,R,927
171483,11,R,649,R,347,R,117,R,185
171492,1,R,3089,R,1411,R,1319,R,359
171492,2,R,2515,R,1181,R,1073,R,261
171492,3,R,2396,R,1093,R,1067,R,236
171492,11,R,119,R,88,R,6,R,25
171492,12,R,574,R,230,R,246,R,98
171535,1,R,22881,R,8722,R,8303,R,5856
171535,2,R,22881,R,8722,R,8303,R,5856
171535,3,R,17163,R,5644,R,7251,R,4268
171535,11,R,5718,R,3078,R,1052,R,1588
171571,1,R,18296,R,2054,R,10885,R,5357
171571,2,R,14541,R,1294,R,9534,R,3713
171571,3,R,13745,R,1039,R,9393,R,3313
171571,11,R,796,R,255,R,141,R,400
171571,12,R,3755,R,760,R,1351,R,1644
171599,1,R,1088,R,71,R,175,R,842
171599,2,R,997,R,28,R,175,R,794
171599,3,R,974,R,24,R,174,R,776
171599,11,R,23,R,4,R,1,R,18
171599,12,R,91,R,43,Z,0,R,48
171775,1,R,69,A,,A,,R,69
171775,2,R,69,A,,A,,R,69
171775,3,R,69,A,,A,,R,69
171881,1,R,192,R,3,R,44,R,145
171881,2,R,192,R,3,R,44,R,145
171881,3,R,130,R,2,R,43,R,85
171881,11,R,62,R,1,R,1,R,60
171988,1,R,196,R,0,R,114,R,82
171988,2,R,196,R,0,R,114,R,82
171988,3,R,196,R,0,R,114,R,82
171997,1,R,319,R,0,R,210,R,109
171997,2,R,319,R,0,R,210,R,109
171997,3,R,319,R,0,R,210,R,109
172015,1,R,159,R,0,R,110,R,49
172015,2,R,159,R,0,R,110,R,49
172015,3,R,159,R,0,R,110,R,49
172033,1,R,410,R,66,R,127,R,217
172033,2,R,229,R,62,R,46,R,121
172033,3,R,211,R,55,R,44,R,112
172033,11,R,18,R,7,R,2,R,9
172033,12,R,181,R,4,R,81,R,96
172051,1,R,7637,R,591,R,4696,R,2350
172051,2,R,6788,R,387,R,4313,R,2088
172051,3,R,6490,R,315,R,4194,R,1981
172051,11,R,298,R,72,R,119,R,107
172051,12,R,849,R,204,R,383,R,262
172200,1,R,12977,R,4334,R,4823,R,3820
172200,2,R,12977,R,4334,R,4823,R,3820
172200,3,R,10163,R,2593,R,4501,R,3069
172200,11,R,2814,R,1741,R,322,R,751
172264,1,R,2192,R,974,R,1010,R,208
172264,2,R,2002,R,812,R,982,R,208
172264,3,R,1785,R,704,R,944,R,137
172264,11,R,217,R,108,R,38,R,71
172264,12,R,190,R,162,R,28,R,0
172291,1,R,3999,R,1926,R,1065,R,1008
172291,2,R,3999,R,1926,R,1065,R,1008
172291,3,R,2527,R,1055,R,704,R,768
172291,11,R,1472,R,871,R,361,R,240
172307,1,R,2339,R,228,R,1072,R,1039
172307,2,R,2339,R,228,R,1072,R,1039
172307,3,R,1651,R,173,R,863,R,615
172307,11,R,688,R,55,R,209,R,424
172334,1,R,2791,R,1850,R,523,R,418
172334,2,R,1192,R,251,R,523,R,418
172334,3,R,1064,R,241,R,421,R,402
172334,11,R,128,R,10,R,102,R,16
172334,12,R,1599,R,1599,R,0,R,0
172422,1,R,340,A,,A,,R,340
172422,2,R,340,A,,A,,R,340
172422,3,R,340,A,,A,,R,340
172477,1,R,558,R,22,R,313,R,223
172477,12,R,558,R,22,R,313,R,223
172495,1,R,305,A,,A,,R,305
172495,2,R,305,A,,A,,R,305
172495,3,R,305,A,,A,,R,305
172608,1,R,1664,R,991,R,671,R,2
172608,2,R,829,R,417,R,412,R,0
172608,3,R,805,R,395,R,410,R,0
172608,11,R,24,R,22,R,2,R,0
172608,12,R,835,R,574,R,259,R,2
172617,1,R,21126,R,9563,R,5329,R,6234
172617,2,R,21126,R,9563,R,5329,R,6234
172617,3,R,12851,R,4007,R,4259,R,4585
172617,11,R,8275,R,5556,R,1070,R,1649
172635,1,R,20639,R,3511,R,3897,R,13231
172635,2,R,20639,R,3511,R,3897,R,13231
172635,3,R,13574,R,3098,R,3400,R,7076
172635,11,R,7065,R,413,R,497,R,6155
172644,1,R,28051,R,4747,R,12132,R,11172
172644,2,R,18699,R,2260,R,10669,R,5770
172644,3,R,17858,R,2106,R,10585,R,5167
172644,11,R,841,R,154,R,84,R,603
172644,12,R,9352,R,2487,R,1463,R,5402
172671,1,R,1335,R,323,R,569,R,443
172671,2,R,1335,R,323,R,569,R,443
172671,3,R,849,R,175,R,394,R,280
172671,11,R,486,R,148,R,175,R,163
172680,1,R,119,A,,A,,R,119
172680,2,R,119,A,,A,,R,119
172680,3,R,119,A,,A,,R,119
172699,1,R,18447,R,2536,R,11890,R,4021
172699,2,R,14117,R,1150,R,10708,R,2259
172699,3,R,13653,R,1023,R,10665,R,1965
172699,11,R,464,R,127,R,43,R,294
172699,12,R,4330,R,1386,R,1182,R,1762
172705,1,R,493,R,63,R,275,R,155
172705,12,R,493,R,63,R,275,R,155
172866,1,R,136,R,1,R,126,R,9
172866,2,R,136,R,1,R,126,R,9
172866,3,R,129,R,1,R,126,R,2
172866,11,R,7,R,0,Z,0,R,7
172918,1,R,4249,R,1554,R,968,R,1727
172918,2,R,4249,R,1554,R,968,R,1727
172918,3,R,1790,R,479,R,668,R,643
172918,11,R,2459,R,1075,R,300,R,1084
172954,1,R,2625,R,935,R,752,R,938
172954,2,R,2625,R,935,R,752,R,938
172954,3,R,2043,R,671,R,688,R,684
172954,11,R,582,R,264,R,64,R,254
172963,1,R,10580,R,3283,R,3678,R,3619
172963,2,R,10580,R,3283,R,3678,R,3619
172963,3,R,5266,R,1860,R,2468,R,938
172963,11,R,5314,R,1423,R,1210,R,2681
173045,1,R,3631,R,46,R,1328,R,2257
173045,2,R,2628,R,43,R,1146,R,1439
173045,3,R,2624,R,43,R,1143,R,1438
173045,11,R,4,R,0,R,3,R,1
173045,12,R,1003,R,3,R,182,R,818
173063,1,R,4775,R,1036,R,1280,R,2459
173063,2,R,4775,R,1036,R,1280,R,2459
173063,3,R,2464,R,551,R,981,R,932
173063,11,R,2311,R,485,R,299,R,1527
173115,1,R,1477,R,921,R,334,R,222
173115,2,R,1477,R,921,R,334,R,222
173115,3,R,836,R,372,R,326,R,138
173115,11,R,641,R,549,R,8,R,84
173124,1,R,4956,R,2042,R,2020,R,894
173124,2,R,4491,R,1736,R,1888,R,867
173124,3,R,3665,R,1444,R,1825,R,396
173124,11,R,826,R,292,R,63,R,471
173124,12,R,465,R,306,R,132,R,27
173142,1,R,967,R,170,R,436,R,361
173142,2,R,910,R,113,R,436,R,361
173142,3,R,707,R,1,R,427,R,279
173142,11,R,203,R,112,R,9,R,82
173142,12,R,57,R,57,R,0,R,0
173160,1,R,4501,R,673,R,2263,R,1565
173160,2,R,3234,R,398,R,1613,R,1223
173160,3,R,2145,R,208,R,1221,R,716
173160,11,R,1089,R,190,R,392,R,507
173160,12,R,1267,R,275,R,650,R,342
173203,1,R,5906,R,689,R,1718,R,3499
173203,2,R,5906,R,689,R,1718,R,3499
173203,3,R,2081,R,281,R,985,R,815
173203,11,R,3825,R,408,R,733,R,2684
173258,1,R,2106,A,,A,,R,2106
173258,2,R,2106,A,,A,,R,2106
173258,3,R,2050,A,,A,,R,2050
173258,11,R,56,A,,A,,R,56
173300,1,R,1955,R,123,R,526,R,1306
173300,2,R,1846,R,50,R,499,R,1297
173300,3,R,1747,R,1,R,497,R,1249
173300,11,R,99,R,49,R,2,R,48
173300,12,R,109,R,73,R,27,R,9
173328,1,R,7743,R,3514,R,3333,R,896
173328,2,R,3775,R,1142,R,1990,R,643
173328,3,R,3306,R,1021,R,1840,R,445
173328,11,R,469,R,121,R,150,R,198
173328,12,R,3968,R,2372,R,1343,R,253
173416,1,R,3602,R,825,R,1202,R,1575
173416,2,R,3602,R,825,R,1202,R,1575
173416,3,R,2575,R,584,R,1117,R,874
173416,11,R,1027,R,241,R,85,R,701
173452,1,R,1226,R,595,R,95,R,536
173452,2,R,1048,R,417,R,95,R,536
173452,3,R,916,R,286,R,95,R,535
173452,11,R,132,R,131,R,0,R,1
173452,12,R,178,R,178,R,0,R,0
173461,1,R,5607,R,1668,R,1648,R,2291
173461,2,R,5607,R,1668,R,1648,R,2291
173461,3,R,3073,R,864,R,1321,R,888
173461,11,R,2534,R,804,R,327,R,1403
173559,1,R,6708,R,2180,R,2337,R,2191
173559,2,R,6708,R,2180,R,2337,R,2191
173559,3,R,3486,R,1188,R,1688,R,610
173559,11,R,3222,R,992,R,649,R,1581
173638,1,R,4818,R,1522,R,1109,R,2187
173638,2,R,4818,R,1522,R,1109,R,2187
173638,3,R,2100,R,483,R,659,R,958
173638,11,R,2718,R,1039,R,450,R,1229
173647,1,R,1970,R,0,R,55,R,1915
173647,2,R,1970,R,0,R,55,R,1915
173647,3,R,1945,R,0,R,55,R,1890
173647,11,R,25,R,0,R,0,R,25
173665,1,R,2997,R,514,R,1194,R,1289
173665,2,R,1861,R,96,R,796,R,969
173665,3,R,1801,R,92,R,793,R,916
173665,11,R,60,R,4,R,3,R,53
173665,12,R,1136,R,418,R,398,R,320
173683,1,R,261,R,212,R,47,R,2
173683,12,R,261,R,212,R,47,R,2
173708,1,R,5914,R,1569,R,1626,R,2719
173708,2,R,5914,R,1569,R,1626,R,2719
173708,3,R,3930,R,1012,R,1503,R,1415
173708,11,R,1984,R,557,R,123,R,1304
173735,1,R,3688,R,755,R,1535,R,1398
173735,2,R,3688,R,755,R,1535,R,1398
173735,3,R,2315,R,438,R,1017,R,860
173735,11,R,1373,R,317,R,518,R,538
173744,1,R,890,A,,A,,R,890
173744,2,R,890,A,,A,,R,890
173744,3,R,890,A,,A,,R,890
173799,1,R,5284,R,2152,R,1586,R,1546
173799,2,R,5284,R,2152,R,1586,R,1546
173799,3,R,2984,R,1109,R,1241,R,634
173799,11,R,2300,R,1043,R,345,R,912
173896,1,R,392,R,29,R,281,R,82
173896,12,R,392,R,29,R,281,R,82
173902,1,R,2158,A,,A,,R,2158
173902,2,R,2158,A,,A,,R,2158
173902,3,R,2141,A,,A,,R,2141
173902,11,R,17,A,,A,,R,17
173911,1,R,4490,R,1212,R,1333,R,1945
173911,2,R,4490,R,1212,R,1333,R,1945
173911,3,R,2770,R,576,R,1185,R,1009
173911,11,R,1720,R,636,R,148,R,936
173920,1,R,18388,R,3388,R,9758,R,5242
173920,2,R,15963,R,2316,R,8988,R,4659
173920,3,R,12674,R,1789,R,8758,R,2127
173920,11,R,3289,R,527,R,230,R,2532
173920,12,R,2425,R,1072,R,770,R,583
173957,1,R,1748,A,,A,,R,1748
173957,2,R,491,A,,A,,R,491
173957,3,R,491,A,,A,,R,491
173957,12,R,1257,A,,A,,R,1257
174020,1,R,8185,R,3574,R,3573,R,1038
174020,2,R,7282,R,3286,R,3128,R,868
174020,3,R,6603,R,2950,R,3050,R,603
174020,11,R,679,R,336,R,78,R,265
174020,12,R,903,R,288,R,445,R,170
174066,1,R,59339,R,2384,R,27340,R,29615
174066,2,R,42832,R,1214,R,22863,R,18755
174066,3,R,31871,R,597,R,22219,R,9055
174066,11,R,10961,R,617,R,644,R,9700
174066,12,R,16507,R,1170,R,4477,R,10860
174075,1,R,2979,R,1358,R,509,R,1112
174075,2,R,2979,R,1358,R,509,R,1112
174075,3,R,1942,R,1276,R,467,R,199
174075,11,R,1037,R,82,R,42,R,913
174127,1,R,905,R,123,R,318,R,464
174127,2,R,749,R,1,R,295,R,453
174127,3,R,734,R,1,R,295,R,438
174127,11,R,15,R,0,R,0,R,15
174127,12,R,156,R,122,R,23,R,11
174136,1,R,9577,R,3717,R,3283,R,2577
174136,2,R,9577,R,3717,R,3283,R,2577
174136,3,R,6873,R,2449,R,2892,R,1532
174136,11,R,2704,R,1268,R,391,R,1045
174154,1,R,1174,R,325,R,771,R,78
174154,2,R,1163,R,314,R,771,R,78
174154,3,R,1161,R,312,R,771,R,78
174154,11,R,2,R,2,Z,0,R,0
174154,12,R,11,R,11,Z,0,R,0
174190,1,R,110,A,,A,,R,110
174190,2,R,110,A,,A,,R,110
174190,3,R,110,A,,A,,R,110
174233,1,R,10069,R,480,R,5524,R,4065
174233,2,R,9125,R,305,R,5252,R,3568
174233,3,R,7839,R,254,R,5213,R,2372
174233,11,R,1286,R,51,R,39,R,1196
174233,12,R,944,R,175,R,272,R,497
174251,1,R,1100,R,39,R,446,R,615
174251,2,R,1100,R,39,R,446,R,615
174251,3,R,1039,R,17,R,440,R,582
174251,11,R,61,R,22,R,6,R,33
174321,1,R,213,A,,A,,R,213
174321,2,R,213,A,,A,,R,213
174321,3,R,213,A,,A,,R,213
174358,1,R,5828,R,2075,R,3084,R,669
174358,2,R,4329,R,1085,R,2784,R,460
174358,3,R,3554,R,497,R,2718,R,339
174358,11,R,775,R,588,R,66,R,121
174358,12,R,1499,R,990,R,300,R,209
174376,1,R,7229,R,2743,R,2800,R,1686
174376,2,R,7229,R,2743,R,2800,R,1686
174376,3,R,4453,R,1363,R,2240,R,850
174376,11,R,2776,R,1380,R,560,R,836
174428,1,R,14821,R,6326,R,5040,R,3455
174428,2,R,14821,R,6326,R,5040,R,3455
174428,3,R,8515,R,3170,R,3803,R,1542
174428,11,R,6306,R,3156,R,1237,R,1913
174437,1,R,1141,R,259,R,584,R,298
174437,2,R,1000,R,162,R,555,R,283
174437,3,R,924,R,135,R,527,R,262
174437,11,R,76,R,27,R,28,R,21
174437,12,R,141,R,97,R,29,R,15
174473,1,R,3261,R,1317,R,873,R,1071
174473,2,R,3261,R,1317,R,873,R,1071
174473,3,R,1728,R,415,R,720,R,593
174473,11,R,1533,R,902,R,153,R,478
174491,1,R,3588,R,1472,R,928,R,1188
174491,2,R,3475,R,1368,R,922,R,1185
174491,3,R,1584,R,140,R,506,R,938
174491,11,R,1891,R,1228,R,416,R,247
174491,12,R,113,R,104,R,6,R,3
174507,1,R,1355,R,157,R,1062,R,136
174507,2,R,594,R,42,R,529,R,23
174507,3,R,367,R,27,R,318,R,22
174507,11,R,227,R,15,R,211,R,1
174507,12,R,761,R,115,R,533,R,113
174525,1,R,127,R,40,R,34,R,53
174525,2,R,127,R,40,R,34,R,53
174525,3,R,107,R,30,R,31,R,46
174525,11,R,20,R,10,R,3,R,7
174570,1,R,2646,R,326,R,548,R,1772
174570,2,R,2646,R,326,R,548,R,1772
174570,3,R,741,R,156,R,373,R,212
174570,11,R,1905,R,170,R,175,R,1560
174738,1,R,6268,R,2140,R,2549,R,1579
174738,2,R,6268,R,2140,R,2549,R,1579
174738,3,R,3946,R,1177,R,1887,R,882
174738,11,R,2322,R,963,R,662,R,697
174747,1,R,1482,R,38,R,53,R,1391
174747,2,R,1437,R,0,R,46,R,1391
174747,3,R,1410,R,0,R,46,R,1364
174747,11,R,27,R,0,R,0,R,27
174747,12,R,45,R,38,R,7,R,0
174756,1,R,4968,R,1957,R,1772,R,1239
174756,2,R,4968,R,1957,R,1772,R,1239
174756,3,R,3573,R,1150,R,1472,R,951
174756,11,R,1395,R,807,R,300,R,288
174783,1,R,12618,R,2213,R,5916,R,4489
174783,2,R,9922,R,1179,R,4834,R,3909
174783,3,R,6035,R,839,R,4394,R,802
174783,11,R,3887,R,340,R,440,R,3107
174783,12,R,2696,R,1034,R,1082,R,580
174792,1,R,1684,R,66,R,117,R,1501
174792,2,R,1506,R,1,R,63,R,1442
174792,3,R,1486,R,1,R,63,R,1422
174792,11,R,20,R,0,R,0,R,20
174792,12,R,178,R,65,R,54,R,59
174817,1,R,5642,R,2483,R,1497,R,1662
174817,2,R,1900,R,282,R,717,R,901
174817,3,R,1229,R,281,R,706,R,242
174817,11,R,671,R,1,R,11,R,659
174817,12,R,3742,R,2201,R,780,R,761
174844,1,R,3138,R,10,R,189,R,2939
174844,2,R,3138,R,10,R,189,R,2939
174844,3,R,3092,R,7,R,189,R,2896
174844,11,R,46,R,3,R,0,R,43
174862,1,R,1996,R,1345,R,226,R,425
174862,2,R,1546,R,895,R,226,R,425
174862,3,R,897,R,325,R,147,R,425
174862,11,R,649,R,570,R,79,R,0
174862,12,R,450,R,450,Z,0,R,0
174899,1,R,3847,R,1076,R,646,R,2125
174899,2,R,2137,R,377,R,412,R,1348
174899,3,R,2044,R,322,R,400,R,1322
174899,11,R,93,R,55,R,12,R,26
174899,12,R,1710,R,699,R,234,R,777
174914,1,R,10193,R,753,R,4967,R,4473
174914,2,R,6365,R,105,R,3531,R,2729
174914,3,R,6277,R,82,R,3520,R,2675
174914,11,R,88,R,23,R,11,R,54
174914,12,R,3828,R,648,R,1436,R,1744
174978,1,R,248,A,,A,,R,248
174978,2,R,248,A,,A,,R,248
174978,3,R,248,A,,A,,R,248
175005,1,R,4300,R,1479,R,1388,R,1433
175005,2,R,2942,R,923,R,1139,R,880
175005,3,R,2897,R,922,R,1113,R,862
175005,11,R,45,R,1,R,26,R,18
175005,12,R,1358,R,556,R,249,R,553
175014,1,R,14004,R,12687,R,886,R,431
175014,2,R,12822,R,11505,R,886,R,431
175014,3,R,12726,R,11409,R,886,R,431
175014,11,R,96,R,96,Z,0,R,0
175014,12,R,1182,R,1182,Z,0,R,0
175041,1,R,7550,R,1995,R,2681,R,2874
175041,2,R,7550,R,1995,R,2681,R,2874
175041,3,R,5059,R,1263,R,2251,R,1545
175041,11,R,2491,R,732,R,430,R,1329
175078,1,R,8943,R,1262,R,1244,R,6437
175078,2,R,8300,R,1009,R,1152,R,6139
175078,3,R,2360,R,924,R,1118,R,318
175078,11,R,5940,R,85,R,34,R,5821
175078,12,R,643,R,253,R,92,R,298
175120,1,R,771,R,1,R,7,R,763
175120,2,R,771,R,1,R,7,R,763
175120,3,R,771,R,1,R,7,R,763
175139,1,R,295,R,209,R,86,R,0
175139,12,R,295,R,209,R,86,R,0
175227,1,R,1578,R,144,R,995,R,439
175227,2,R,1578,R,144,R,995,R,439
175227,3,R,1525,R,123,R,975,R,427
175227,11,R,53,R,21,R,20,R,12
175236,1,R,3540,R,1574,R,1209,R,757
175236,2,R,3540,R,1574,R,1209,R,757
175236,3,R,2460,R,947,R,955,R,558
175236,11,R,1080,R,627,R,254,R,199
175263,1,R,2692,R,938,R,796,R,958
175263,2,R,2692,R,938,R,796,R,958
175263,3,R,1475,R,634,R,570,R,271
175263,11,R,1217,R,304,R,226,R,687
175272,1,R,6901,R,1326,R,3844,R,1731
175272,2,R,5947,R,818,R,3477,R,1652
175272,3,R,5554,R,607,R,3409,R,1538
175272,11,R,393,R,211,R,68,R,114
175272,12,R,954,R,508,R,367,R,79
175281,1,R,1228,R,2,R,1042,R,184
175281,12,R,1228,R,2,R,1042,R,184
175315,1,R,12097,R,4635,R,4118,R,3344
175315,2,R,12097,R,4635,R,4118,R,3344
175315,3,R,8271,R,2779,R,3382,R,2110
175315,11,R,3826,R,1856,R,736,R,1234
175342,1,R,3272,R,850,R,1809,R,613
175342,2,R,2731,R,500,R,1684,R,547
175342,3,R,2536,R,305,R,1684,R,547
175342,11,R,195,R,195,R,0,R,0
175342,12,R,541,R,350,R,125,R,66
175421,1,R,5176,R,3875,R,563,R,738
175421,2,R,1933,R,776,R,543,R,614
175421,3,R,1637,R,654,R,538,R,445
175421,11,R,296,R,122,R,5,R,169
175421,12,R,3243,R,3099,R,20,R,124
175430,1,R,1070,R,259,R,475,R,336
175430,2,R,1012,R,206,R,470,R,336
175430,3,R,571,R,49,R,386,R,136
175430,11,R,441,R,157,R,84,R,200
175430,12,R,58,R,53,R,5,R,0
175494,1,R,191,A,,A,,R,191
175494,2,R,191,A,,A,,R,191
175494,3,R,191,A,,A,,R,191
175519,1,R,2344,R,1089,R,781,R,474
175519,2,R,2344,R,1089,R,781,R,474
175519,3,R,1706,R,605,R,748,R,353
175519,11,R,638,R,484,R,33,R,121
175573,1,R,3472,R,1048,R,1592,R,832
175573,2,R,3472,R,1048,R,1592,R,832
175573,3,R,2430,R,718,R,1234,R,478
175573,11,R,1042,R,330,R,358,R,354
175616,1,R,3636,R,1332,R,1512,R,792
175616,2,R,2413,R,289,R,1347,R,777
175616,3,R,1827,R,272,R,1329,R,226
175616,11,R,586,R,17,R,18,R,551
175616,12,R,1223,R,1043,R,165,R,15
175643,1,R,3206,R,554,R,2046,R,606
175643,2,R,3206,R,554,R,2046,R,606
175643,3,R,1913,R,397,R,1043,R,473
175643,11,R,1293,R,157,R,1003,R,133
175652,1,R,5047,R,2312,R,1322,R,1413
175652,2,R,5047,R,2312,R,1322,R,1413
175652,3,R,3553,R,1354,R,1191,R,1008
175652,11,R,1494,R,958,R,131,R,405
175698,1,R,30,A,,A,,R,30
175698,2,R,30,A,,A,,R,30
175698,3,R,30,A,,A,,R,30
175722,1,R,42,A,,A,,R,42
175722,2,R,42,A,,A,,R,42
175722,3,R,42,A,,A,,R,42
175786,1,R,12468,R,3856,R,3219,R,5393
175786,2,R,12468,R,3856,R,3219,R,5393
175786,3,R,8736,R,2993,R,2950,R,2793
175786,11,R,3732,R,863,R,269,R,2600
175810,1,R,6971,R,2864,R,2149,R,1958
175810,2,R,6971,R,2864,R,2149,R,1958
